0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=350,y=250]
1008 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
2016 [main] INFO  space.exploration.mars.rover.sensor.Spectrometer  - Spectrometer initialized and ready!
3351 [main] INFO  space.exploration.mars.rover.sensor.Camera  - Camera initialized and ready!
4356 [main] INFO  space.exploration.mars.rover.sensor.Radar  - Radar configured:: 
5362 [main] INFO  space.exploration.mars.rover.power.Battery  - Battery configured, batteryLife:primaryPowerUnits = 10000 auxiliaryPowerUnits = 1000 alertThreshold: 100 rechargeTime = 60000
6368 [main] INFO  space.exploration.mars.rover.kernel.Rover  - Battery Monitor configured!
6647 [main] INFO  kafka.utils.VerifiableProperties  - Verifying properties
6671 [main] WARN  kafka.utils.VerifiableProperties  - Property auto.offset.reset is not valid
6671 [main] WARN  kafka.utils.VerifiableProperties  - Property destination.topic is not valid
6671 [main] WARN  kafka.utils.VerifiableProperties  - Property group.id is not valid
6671 [main] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to localhost:9092
6671 [main] WARN  kafka.utils.VerifiableProperties  - Property source.topic is not valid
6671 [main] WARN  kafka.utils.VerifiableProperties  - Property zookeeper.connect is not valid
6710 [main] INFO  kafka.utils.VerifiableProperties  - Verifying properties
6711 [main] INFO  kafka.utils.VerifiableProperties  - Property auto.offset.reset is overridden to largest
6711 [main] WARN  kafka.utils.VerifiableProperties  - Property destination.topic is not valid
6711 [main] INFO  kafka.utils.VerifiableProperties  - Property group.id is overridden to space.exploration.mars.rover
6711 [main] WARN  kafka.utils.VerifiableProperties  - Property metadata.broker.list is not valid
6711 [main] WARN  kafka.utils.VerifiableProperties  - Property source.topic is not valid
6711 [main] INFO  kafka.utils.VerifiableProperties  - Property zookeeper.connect is overridden to localhost:2181
